cultivar;harvest_date;harvest_n;temp;irr;box;fruit_n;weight;dah;obs_date;infection;perc_infection;Pathogene
Nectarlove;29/07/2019;2;T25;100%;4;14;172.8;0;29/07/2019;0;;
Nectarlove;29/07/2019;2;T25;100%;4;15;151.9;0;29/07/2019;0;;
Nectarlove;29/07/2019;2;T25;100%;4;16;132.7;0;29/07/2019;0;;
Nectarlove;29/07/2019;2;T25;100%;4;17;124.9;0;29/07/2019;0;;
Nectarlove;29/07/2019;2;T25;100%;4;18;169.6;0;29/07/2019;0;;
Nectarlove;29/07/2019;2;T25;100%;4;19;142.2;0;29/07/2019;0;;
Nectarlove;29/07/2019;2;T25;100%;4;20;127.3;0;29/07/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;1;117.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;2;151.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;3;115;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;4;109.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;5;164.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;6;98.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;7;98;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;8;197.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;9;146.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;10;118.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;11;96.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;12;165.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;13;103.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;14;105.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;15;89.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;16;148.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;17;136.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;18;141.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;19;117.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;1;20;89.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;1;89.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;2;123.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;3;107.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;4;107.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;5;108;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;6;113.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;7;158.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;8;92.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;9;119.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;10;122.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;11;101.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;12;146;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;13;109.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;14;128.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;15;167.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;16;107.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;17;157.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;18;170.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;19;107;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;2;20;146;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;1;97.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;2;132.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;3;116;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;4;92.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;5;151.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;6;105.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;7;135;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;8;150.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;9;117.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;10;102.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;11;135;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;12;127.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;13;176.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;14;118.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;15;143.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;16;126.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;17;97.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;18;126.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;19;97.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;3;20;149.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;1;105.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;2;97.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;3;134.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;4;134.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;5;105.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;6;96.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;7;86.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;8;97.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;9;139.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;10;154.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;11;143.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;12;117.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;13;163.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;14;126.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;15;138.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;16;142.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;17;122.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;18;132.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;19;152.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;50%;4;20;;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;1;122.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;2;123.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;3;130.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;4;153.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;5;126;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;6;110.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;7;140.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;8;127.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;9;145.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;10;166.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;11;192.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;12;152.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;13;87.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;14;132.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;15;161.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;16;145.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;17;159.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;18;146.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;19;124.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;1;20;135.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;1;160.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;2;181.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;3;135.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;4;128.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;5;145.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;6;150.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;7;123;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;8;117.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;9;137.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;10;152.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;11;166;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;12;192;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;13;124.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;14;165.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;15;134.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;16;131.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;17;172.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;18;162.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;19;141.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;2;20;159.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;1;148;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;2;161.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;3;147;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;4;116.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;5;151.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;6;130.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;7;162.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;8;137.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;9;118.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;10;114.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;11;162.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;12;153.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;13;148.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;14;178.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;15;168.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;16;139;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;17;136.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;18;140.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;19;151.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;3;20;154.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;1;124.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;2;124.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;3;130;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;4;162.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;5;140.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;6;144.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;7;155.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;8;172.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;9;156.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;10;133;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;11;164.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;12;131.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;13;123.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;14;161.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;15;182.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;16;113.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;17;112.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;18;124.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;19;154.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T2;100%;4;20;130.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;1;138.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;2;149.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;3;137.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;4;102.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;5;121.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;6;90;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;7;133.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;8;152.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;9;111.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;10;146;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;11;111;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;12;126;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;13;99.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;14;130.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;15;137.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;16;101.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;17;148.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;18;177.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;19;96.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;1;20;94.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;1;158.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;2;102.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;3;142.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;4;137.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;5;125;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;6;87.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;7;120;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;8;123.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;9;158.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;10;96.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;11;91.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;12;104.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;13;172;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;14;141.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;15;122.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;16;98.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;17;94.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;18;114.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;19;149.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;2;20;127.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;1;104.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;2;88.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;3;148.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;4;154;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;5;129.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;6;121.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;7;116.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;8;98.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;9;138.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;10;120.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;11;139;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;12;113;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;13;103.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;14;126.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;15;118.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;16;157.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;17;106.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;18;112.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;19;122.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;3;20;158.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;1;158.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;2;116.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;3;96.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;4;117.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;5;94;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;6;118.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;7;172.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;8;95.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;9;115.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;10;127.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;11;98.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;12;143.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;13;129.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;14;104.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;15;170.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;16;127.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;17;159.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;18;152.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;19;97.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;50%;4;20;118.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;1;135.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;2;163.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;3;153.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;4;119.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;5;146.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;6;184.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;7;157.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;8;120.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;9;128.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;10;175.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;11;137.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;12;116.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;13;124.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;14;181.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;15;160.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;16;131.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;17;153.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;18;141.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;19;164.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;1;20;137.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;1;144.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;2;119.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;3;120.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;4;154.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;5;189.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;6;111.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;7;143.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;8;145.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;9;161.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;10;129.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;11;131.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;12;151.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;13;167.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;14;144.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;15;176.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;16;159.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;17;165.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;18;165;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;19;129.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;2;20;158.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;1;158.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;2;135.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;3;155;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;4;172.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;5;162;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;6;163.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;7;154.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;8;165.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;9;159.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;10;137.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;11;147;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;12;115.8;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;13;118.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;14;122.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;15;177.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;16;124.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;17;154.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;18;149.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;19;126.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;3;20;199.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;1;125.1;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;2;125.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;3;146.7;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;4;150.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;5;169.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;6;129.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;7;133.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;8;166.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;9;166.4;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;10;139.9;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;11;162.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;12;187.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;13;158.5;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;14;141;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;15;175.2;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;16;190.6;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;17;158.3;4;02/08/2019;0;;
Nectarlove;29/07/2019;2;T15;100%;4;18;131.3;4;02/08/2019;0;;
