cultivar;harvest_date;harvest_n;temp;irr;box;fruit_n;weight;dah;obs_date;infection;perc_infection;Pathogene
Nectarlove;22/07/2019;1;T2;100%;3;7;192.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;8;180.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;9;238.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;10;219.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;11;148.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;12;169;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;13;145.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;14;168.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;15;180.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;16;163.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;17;188.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;18;166.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;19;196.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;3;20;178.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;1;202.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;2;210;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;3;178.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;4;163.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;5;163;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;6;181.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;7;191.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;8;185.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;9;211.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;10;166.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;11;151.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;12;188.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;13;167;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;14;204.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;15;134.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;16;160.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;17;186.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;18;171.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;19;168;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T2;100%;4;20;145.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;1;163.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;2;160.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;3;122.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;4;162.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;5;170.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;6;146.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;7;125;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;8;131.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;9;157;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;10;108.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;11;136.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;12;117.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;13;162.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;14;136.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;15;108.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;16;119.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;17;125.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;18;170.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;19;173.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;1;20;151.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;1;142.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;2;199.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;3;130.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;4;113;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;5;134.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;6;134.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;7;130.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;8;205.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;9;128.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;10;126.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;11;118.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;12;164.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;13;162;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;14;154.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;15;156.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;16;151.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;17;130.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;18;142;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;19;134.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;2;20;152;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;1;162.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;2;112.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;3;125.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;4;123.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;5;164;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;6;165.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;7;129.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;8;148.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;9;152.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;10;135.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;11;98.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;12;134.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;13;133.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;14;148.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;15;190.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;16;119.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;17;114.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;18;116.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;19;170.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;3;20;134.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;1;157.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;2;118.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;3;162.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;4;144.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;5;118.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;6;123.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;7;157.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;8;166.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;9;125.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;10;137.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;11;133;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;12;120.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;13;143;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;14;122.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;15;109;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;16;156.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;17;152.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;18;154.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;19;138.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;50%;4;20;141.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;1;178.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;2;207.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;3;154.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;4;191.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;5;228.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;6;163;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;7;144.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;8;178.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;9;185;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;10;213.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;11;181.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;12;207.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;13;170.5;7;29/07/2019;1;25;Monilia
Nectarlove;22/07/2019;1;T15;100%;1;14;179.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;15;169.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;16;154.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;17;211.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;18;216.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;19;166.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;1;20;166.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;1;167.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;2;150.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;3;161.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;4;196.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;5;165.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;6;157.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;7;177.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;8;181.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;9;203.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;10;235.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;11;243.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;12;209.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;13;181.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;14;180;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;15;165.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;16;180.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;17;150.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;18;145.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;19;168.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;2;20;149.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;1;131.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;2;138.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;3;148.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;4;182.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;5;169.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;6;157.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;7;192.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;8;180.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;9;238.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;10;219.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;11;148.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;12;168.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;13;145.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;14;168.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;15;180.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;16;163.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;17;188.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;18;166.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;19;196.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;3;20;178.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;1;165.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;2;141.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;3;228;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;4;213.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;5;175.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;6;163.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;7;188.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;8;174.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;9;180.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;10;219.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;11;172.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;12;175.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;13;171.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;14;212.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;15;162.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;16;251.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;17;179.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;18;191.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;19;177;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T15;100%;4;20;181.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;1;145.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;2;135.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;3;143.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;4;169.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;5;131.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;6;145.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;7;169.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;8;160.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;9;148.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;10;153.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;11;136.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;12;112.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;13;126.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;14;142.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;15;137.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;16;146.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;17;157.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;18;121.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;19;116.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;1;20;145.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;1;181.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;2;127.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;3;141.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;4;156.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;5;178.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;6;136;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;7;159.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;8;152.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;9;173.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;10;138.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;11;122.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;12;131.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;13;123.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;14;150.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;15;169.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;16;148.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;17;166.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;18;136.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;19;110.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;2;20;152.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;1;190.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;2;139;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;3;139.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;4;158.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;5;166.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;6;131.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;7;139.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;8;170.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;9;159.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;10;128;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;11;152.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;12;148.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;13;150.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;14;161.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;15;123.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;16;127.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;17;144.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;18;152.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;19;128.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;3;20;122.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;1;148.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;2;146.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;3;127.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;4;150.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;5;141.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;6;171.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;7;112.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;8;151.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;9;151.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;10;138.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;11;116.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;12;98.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;13;167.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;14;146.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;15;166.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;16;112.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;17;125.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;18;157.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;19;149.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;50%;4;20;185;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;1;167.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;2;218.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;3;202.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;4;169.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;5;195.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;6;212;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;7;201.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;8;184.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;9;180.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;10;188;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;11;171.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;12;201.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;13;139.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;14;168.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;15;185.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;16;188.5;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;17;178;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;18;170.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;19;192.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;1;20;180.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;1;159;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;2;159.5;7;29/07/2019;1;100;Monilia - Rhizopus
Nectarlove;22/07/2019;1;T25;100%;2;3;149.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;4;146.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;5;161.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;6;172.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;7;209.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;8;218;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;9;203.8;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;10;150.1;7;29/07/2019;1;50;Monilia 
Nectarlove;22/07/2019;1;T25;100%;2;11;182;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;12;210.2;7;29/07/2019;1;75;Monilia - Rhizopus
Nectarlove;22/07/2019;1;T25;100%;2;13;169.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;14;190.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;15;166;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;16;163.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;17;192.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;18;187.1;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;19;179;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;2;20;156.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;1;169.9;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;2;180.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;3;175.4;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;4;169;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;5;182.2;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;6;172.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;7;189.7;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;8;158.6;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;9;165.3;7;29/07/2019;0;;
Nectarlove;22/07/2019;1;T25;100%;3;10;146.6;7;29/07/2019;0;;
