sensor_HOBO;date_time_gmt_plus2;date;time;T_factor;T_C;Ha
20505161;19/07/19 18:00:00;19/07/19;18:00;15;14.46;90.781
20505161;19/07/19 18:05:00;19/07/19;18:05;15;14.604;92.12
20505161;19/07/19 18:10:00;19/07/19;18:10;15;14.819;92.97
20505161;19/07/19 18:15:00;19/07/19;18:15;15;15.01;93.424
20505161;19/07/19 18:20:00;19/07/19;18:20;15;15.106;93.43
20505161;19/07/19 18:25:00;19/07/19;18:25;15;14.699;88.357
20505161;19/07/19 18:30:00;19/07/19;18:30;15;14.101;81.185
20505161;19/07/19 18:35:00;19/07/19;18:35;15;13.861;84.027
20505161;19/07/19 18:40:00;19/07/19;18:40;15;13.837;87.369
20505161;19/07/19 18:45:00;19/07/19;18:45;15;13.933;89.898
20505161;19/07/19 18:50:00;19/07/19;18:50;15;14.101;91.895
20505161;19/07/19 18:55:00;19/07/19;18:55;15;14.268;93.378
20505161;19/07/19 19:00:00;19/07/19;19:00;15;14.484;94.087
20505161;19/07/19 19:05:00;19/07/19;19:05;15;14.699;94.841
20505161;19/07/19 19:10:00;19/07/19;19:10;15;14.891;95.113
20505161;19/07/19 19:15:00;19/07/19;19:15;15;15.01;95.122
20505161;19/07/19 19:20:00;19/07/19;19:20;15;14.699;92.125
20505161;19/07/19 19:25:00;19/07/19;19:25;15;14.196;85.403
20505161;19/07/19 19:30:00;19/07/19;19:30;15;13.981;86.346
20505161;19/07/19 19:35:00;19/07/19;19:35;15;13.981;89.096
20505161;19/07/19 19:40:00;19/07/19;19:40;15;14.053;91.315
20505161;19/07/19 19:45:00;19/07/19;19:45;15;14.22;92.935
20505161;19/07/19 19:50:00;19/07/19;19:50;15;14.412;94.082
20505161;19/07/19 19:55:00;19/07/19;19:55;15;14.628;94.836
20505161;19/07/19 20:00:00;19/07/19;20:00;15;14.819;95.64
20505161;19/07/19 20:05:00;19/07/19;20:05;15;15.01;95.656
20505161;19/07/19 20:10:00;19/07/19;20:10;15;14.963;95.119
20505161;19/07/19 20:15:00;19/07/19;20:15;15;14.436;88.207
20505161;19/07/19 20:20:00;19/07/19;20:20;15;14.029;85.182
20505161;19/07/19 20:25:00;19/07/19;20:25;15;13.933;87.777
20505161;19/07/19 20:30:00;19/07/19;20:30;15;13.981;90.409
20505161;19/07/19 20:35:00;19/07/19;20:35;15;14.125;92.096
20505161;19/07/19 20:40:00;19/07/19;20:40;15;14.316;93.608
20505161;19/07/19 20:45:00;19/07/19;20:45;15;14.508;94.576
20505161;19/07/19 20:50:00;19/07/19;20:50;15;14.699;95.362
20505161;19/07/19 20:55:00;19/07/19;20:55;15;14.891;95.646
20505161;19/07/19 21:00:00;19/07/19;21:00;15;15.034;95.658
20505161;19/07/19 21:05:00;19/07/19;21:05;15;14.604;91.53
20505161;19/07/19 21:10:00;19/07/19;21:10;15;14.005;83.533
20505161;19/07/19 21:15:00;19/07/19;21:15;15;13.765;85.752
20505161;19/07/19 21:20:00;19/07/19;21:20;15;13.765;88.786
20505161;19/07/19 21:25:00;19/07/19;21:25;15;13.861;91.12
20505161;19/07/19 21:30:00;19/07/19;21:30;15;14.005;92.922
20505161;19/07/19 21:35:00;19/07/19;21:35;15;14.196;94.067
20505161;19/07/19 21:40:00;19/07/19;21:40;15;14.412;95.077
20505161;19/07/19 21:45:00;19/07/19;21:45;15;14.628;95.625
20505161;19/07/19 21:50:00;19/07/19;21:50;15;14.819;96.198
20505161;19/07/19 21:55:00;19/07/19;21:55;15;14.986;96.212
20505161;19/07/19 22:00:00;19/07/19;22:00;15;14.699;93.865
20505161;19/07/19 22:05:00;19/07/19;22:05;15;14.125;85.866
20505161;19/07/19 22:10:00;19/07/19;22:10;15;13.861;86.347
20505161;19/07/19 22:15:00;19/07/19;22:15;15;13.813;89.092
20505161;19/07/19 22:20:00;19/07/19;22:20;15;13.909;91.309
20505161;19/07/19 22:25:00;19/07/19;22:25;15;14.077;92.926
20505161;19/07/19 22:30:00;19/07/19;22:30;15;14.244;94.311
20505161;19/07/19 22:35:00;19/07/19;22:35;15;14.46;95.081
20505161;19/07/19 22:40:00;19/07/19;22:40;15;14.652;95.627
20505161;19/07/19 22:45:00;19/07/19;22:45;15;14.867;95.92
20505161;19/07/19 22:50:00;19/07/19;22:50;15;14.986;96.212
20505161;19/07/19 22:55:00;19/07/19;22:55;15;14.628;92.744
20505161;19/07/19 23:00:00;19/07/19;23:00;15;14.077;85.866
20505161;19/07/19 23:05:00;19/07/19;23:05;15;13.885;87.105
20505161;19/07/19 23:10:00;19/07/19;23:10;15;13.861;89.73
20505161;19/07/19 23:15:00;19/07/19;23:15;15;13.957;91.693
20505161;19/07/19 23:20:00;19/07/19;23:20;15;14.125;93.369
20505161;19/07/19 23:25:00;19/07/19;23:25;15;14.292;94.314
20505161;19/07/19 23:30:00;19/07/19;23:30;15;14.508;95.084
20505161;19/07/19 23:35:00;19/07/19;23:35;15;14.699;95.631
20505161;19/07/19 23:40:00;19/07/19;23:40;15;14.891;95.922
20505161;19/07/19 23:45:00;19/07/19;23:45;15;14.963;95.928
20505161;19/07/19 23:50:00;19/07/19;23:50;15;14.604;92.531
20505161;19/07/19 23:55:00;19/07/19;23:55;15;14.196;87.78
20505161;20/07/19 00:00:00;19/07/20;00:00;15;14.029;88.943
20505161;20/07/19 00:05:00;19/07/20;00:05;15;14.077;90.946
20505161;20/07/19 00:10:00;19/07/20;00:10;15;14.172;92.718
20505161;20/07/19 00:15:00;19/07/20;00:15;15;14.34;93.841
20505161;20/07/19 00:20:00;19/07/20;00:20;15;14.508;94.827
20505161;20/07/19 00:25:00;19/07/20;00:25;15;14.699;95.362
20505161;20/07/19 00:30:00;19/07/20;00:30;15;14.867;95.644
20505161;20/07/19 00:35:00;19/07/20;00:35;15;14.963;95.652
20505161;20/07/19 00:40:00;19/07/20;00:40;15;14.699;93.405
20505161;20/07/19 00:45:00;19/07/20;00:45;15;14.148;86.469
20505161;20/07/19 00:50:00;19/07/20;00:50;15;13.885;86.846
20505161;20/07/19 00:55:00;19/07/20;00:55;15;13.861;89.249
20505161;20/07/19 01:00:00;19/07/20;01:00;15;13.933;91.31
20505161;20/07/19 01:05:00;19/07/20;01:05;15;14.077;92.926
20505161;20/07/19 01:10:00;19/07/20;01:10;15;14.244;94.07
20505161;20/07/19 01:15:00;19/07/20;01:15;15;14.412;94.82
20505161;20/07/19 01:20:00;19/07/20;01:20;15;14.604;95.623
20505161;20/07/19 01:25:00;19/07/20;01:25;15;14.795;95.914
20505161;20/07/19 01:30:00;19/07/20;01:30;15;14.939;95.926
20505161;20/07/19 01:35:00;19/07/20;01:35;15;14.891;95.377
20505161;20/07/19 01:40:00;19/07/20;01:40;15;14.34;88.498
20505161;20/07/19 01:45:00;19/07/20;01:45;15;13.981;86.72
20505161;20/07/19 01:50:00;19/07/20;01:50;15;13.909;88.94
20505161;20/07/19 01:55:00;19/07/20;01:55;15;13.957;91.125
20505161;20/07/19 02:00:00;19/07/20;02:00;15;14.077;92.712
20505161;20/07/19 02:05:00;19/07/20;02:05;15;14.244;94.07
20505161;20/07/19 02:10:00;19/07/20;02:10;15;14.412;94.82
20505161;20/07/19 02:15:00;19/07/20;02:15;15;14.604;95.354
20505161;20/07/19 02:20:00;19/07/20;02:20;15;14.771;95.637
20505161;20/07/19 02:25:00;19/07/20;02:25;15;14.939;95.926
20505161;20/07/19 02:30:00;19/07/20;02:30;15;14.891;95.113
20505161;20/07/19 02:35:00;19/07/20;02:35;15;14.412;89.583
20505161;20/07/19 02:40:00;19/07/20;02:40;15;14.053;86.975
20505161;20/07/19 02:45:00;19/07/20;02:45;15;13.957;89.096
20505161;20/07/19 02:50:00;19/07/20;02:50;15;14.005;91.127
20505161;20/07/19 02:55:00;19/07/20;02:55;15;14.101;92.714
20505161;20/07/19 03:00:00;19/07/20;03:00;15;14.268;93.836
20505161;20/07/19 03:05:00;19/07/20;03:05;15;14.412;94.82
20505161;20/07/19 03:10:00;19/07/20;03:10;15;14.604;95.354
20505161;20/07/19 03:15:00;19/07/20;03:15;15;14.771;95.637
20505161;20/07/19 03:20:00;19/07/20;03:20;15;14.915;95.924
20505161;20/07/19 03:25:00;19/07/20;03:25;15;14.891;95.377
20505161;20/07/19 03:30:00;19/07/20;03:30;15;14.436;90.252
20505161;20/07/19 03:35:00;19/07/20;03:35;15;14.053;86.847
20505161;20/07/19 03:40:00;19/07/20;03:40;15;13.909;88.788
20505161;20/07/19 03:45:00;19/07/20;03:45;15;13.957;90.941
20505161;20/07/19 03:50:00;19/07/20;03:50;15;14.053;92.711
20505161;20/07/19 03:55:00;19/07/20;03:55;15;14.196;93.831
20505161;20/07/19 04:00:00;19/07/20;04:00;15;14.34;94.564
20505161;20/07/19 04:05:00;19/07/20;04:05;15;14.532;95.086
20505161;20/07/19 04:10:00;19/07/20;04:10;15;14.723;95.633
20505161;20/07/19 04:15:00;19/07/20;04:15;15;14.915;95.924
20505161;20/07/19 04:20:00;19/07/20;04:20;15;14.986;95.654
20505161;20/07/19 04:25:00;19/07/20;04:25;15;14.628;92.122
20505161;20/07/19 04:30:00;19/07/20;04:30;15;14.101;86.469
20505161;20/07/19 04:35:00;19/07/20;04:35;15;13.909;87.777
20505161;20/07/19 04:40:00;19/07/20;04:40;15;13.885;90.233
20505161;20/07/19 04:45:00;19/07/20;04:45;15;13.981;91.889
20505161;20/07/19 04:50:00;19/07/20;04:50;15;14.125;93.369
20505161;20/07/19 04:55:00;19/07/20;04:55;15;14.268;94.313
20505161;20/07/19 05:00:00;19/07/20;05:00;15;14.436;95.079
20505161;20/07/19 05:05:00;19/07/20;05:05;15;14.628;95.356
20505161;20/07/19 05:10:00;19/07/20;05:10;15;14.795;95.639
20505161;20/07/19 05:15:00;19/07/20;05:15;15;14.939;95.65
20505161;20/07/19 05:20:00;19/07/20;05:20;15;14.843;94.6
20505161;20/07/19 05:25:00;19/07/20;05:25;15;14.34;88.647
20505161;20/07/19 05:30:00;19/07/20;05:30;15;14.053;87.505
20505161;20/07/19 05:35:00;19/07/20;05:35;15;13.981;89.734
20505161;20/07/19 05:40:00;19/07/20;05:40;15;14.029;91.503
20505161;20/07/19 05:45:00;19/07/20;05:45;15;14.125;93.147
20505161;20/07/19 05:50:00;19/07/20;05:50;15;14.268;94.072
20505161;20/07/19 05:55:00;19/07/20;05:55;15;14.436;94.822
20505161;20/07/19 06:00:00;19/07/20;06:00;15;14.604;95.091
20505161;20/07/19 06:05:00;19/07/20;06:05;15;14.771;95.637
20505161;20/07/19 06:10:00;19/07/20;06:10;15;14.915;95.648
20505161;20/07/19 06:15:00;19/07/20;06:15;15;14.963;95.119
20505161;20/07/19 06:20:00;19/07/20;06:20;15;14.628;91.921
20505161;20/07/19 06:25:00;19/07/20;06:25;15;14.125;86.594
20505161;20/07/19 06:30:00;19/07/20;06:30;15;13.933;87.916
20505161;20/07/19 06:35:00;19/07/20;06:35;15;13.933;90.235
20505161;20/07/19 06:40:00;19/07/20;06:40;15;13.981;91.889
20505161;20/07/19 06:45:00;19/07/20;06:45;15;14.101;93.368
20505161;20/07/19 06:50:00;19/07/20;06:50;15;14.268;94.313
20505161;20/07/19 06:55:00;19/07/20;06:55;15;14.412;94.82
20505161;20/07/19 07:00:00;19/07/20;07:00;15;14.604;95.091
20505161;20/07/19 07:05:00;19/07/20;07:05;15;14.771;95.367
20505161;20/07/19 07:10:00;19/07/20;07:10;15;14.915;95.379
20505161;20/07/19 07:15:00;19/07/20;07:15;15;14.891;94.856
20505161;20/07/19 07:20:00;19/07/20;07:20;15;14.484;90.427
20505161;20/07/19 07:25:00;19/07/20;07:25;15;14.148;88.203
20505161;20/07/19 07:30:00;19/07/20;07:30;15;14.053;89.901
20505161;20/07/19 07:35:00;19/07/20;07:35;15;14.101;91.699
20505161;20/07/19 07:40:00;19/07/20;07:40;15;14.196;92.933
20505161;20/07/19 07:45:00;19/07/20;07:45;15;14.34;94.077
20505161;20/07/19 07:50:00;19/07/20;07:50;15;14.46;94.572
20505161;20/07/19 07:55:00;19/07/20;07:55;15;14.628;94.836
20505161;20/07/19 08:00:00;19/07/20;08:00;15;14.795;95.106
20505161;20/07/19 08:05:00;19/07/20;08:05;15;14.915;95.115
20505161;20/07/19 08:10:00;19/07/20;08:10;15;14.867;94.602
20505161;20/07/19 08:15:00;19/07/20;08:15;15;14.46;90.082
20505161;20/07/19 08:20:00;19/07/20;08:20;15;14.148;88.06
20505161;20/07/19 08:25:00;19/07/20;08:25;15;14.053;89.901
20505161;20/07/19 08:30:00;19/07/20;08:30;15;14.101;91.699
20505161;20/07/19 08:35:00;19/07/20;08:35;15;14.196;92.933
20505161;20/07/19 08:40:00;19/07/20;08:40;15;14.316;94.075
20505161;20/07/19 08:45:00;19/07/20;08:45;15;14.46;94.572
20505161;20/07/19 08:50:00;19/07/20;08:50;15;14.628;94.836
20505161;20/07/19 08:55:00;19/07/20;08:55;15;14.795;94.848
20505161;20/07/19 09:00:00;19/07/20;09:00;15;14.939;94.859
20505161;20/07/19 09:05:00;19/07/20;09:05;15;14.891;94.356
20505161;20/07/19 09:10:00;19/07/20;09:10;15;14.46;89.748
20505161;20/07/19 09:15:00;19/07/20;09:15;15;14.125;87.641
20505161;20/07/19 09:20:00;19/07/20;09:20;15;14.029;89.412
20505161;20/07/19 09:25:00;19/07/20;09:25;15;14.053;91.315
20505161;20/07/19 09:30:00;19/07/20;09:30;15;14.148;92.931
20505161;20/07/19 09:35:00;19/07/20;09:35;15;14.292;93.838
20505161;20/07/19 09:40:00;19/07/20;09:40;15;14.436;94.324
20505161;20/07/19 09:45:00;19/07/20;09:45;15;14.604;94.834
20505161;20/07/19 09:50:00;19/07/20;09:50;15;14.771;94.847
20505161;20/07/19 09:55:00;19/07/20;09:55;15;14.891;94.856
20505161;20/07/19 10:00:00;19/07/20;10:00;15;14.652;92.123
20505161;20/07/19 10:05:00;19/07/20;10:05;15;14.053;84.64
20505161;20/07/19 10:10:00;19/07/20;10:10;15;13.789;86.225
20505161;20/07/19 10:15:00;19/07/20;10:15;15;13.741;88.937
20505161;20/07/19 10:20:00;19/07/20;10:20;15;13.789;90.934
20505161;20/07/19 10:25:00;19/07/20;10:25;15;13.909;92.703
20505161;20/07/19 10:30:00;19/07/20;10:30;15;14.053;93.822
20505161;20/07/19 10:35:00;19/07/20;10:35;15;14.196;94.553
20505161;20/07/19 10:40:00;19/07/20;10:40;15;14.388;95.075
20505161;20/07/19 10:45:00;19/07/20;10:45;15;14.58;95.353
20505161;20/07/19 10:50:00;19/07/20;10:50;15;14.771;95.367
20505161;20/07/19 10:55:00;19/07/20;10:55;15;14.915;95.379
20505161;20/07/19 11:00:00;19/07/20;11:00;15;14.891;94.603
20505161;20/07/19 11:05:00;19/07/20;11:05;15;14.364;88.647
20505161;20/07/19 11:10:00;19/07/20;11:10;15;13.981;86.346
20505161;20/07/19 11:15:00;19/07/20;11:15;15;13.885;88.638
20505161;20/07/19 11:20:00;19/07/20;11:20;15;13.909;90.759
20505161;20/07/19 11:25:00;19/07/20;11:25;15;14.005;92.498
20505161;20/07/19 11:30:00;19/07/20;11:30;15;14.148;93.828
20505161;20/07/19 11:35:00;19/07/20;11:35;15;14.292;94.56
20505161;20/07/19 11:40:00;19/07/20;11:40;15;14.484;94.825
20505161;20/07/19 11:45:00;19/07/20;11:45;15;14.652;95.358
20505161;20/07/19 11:50:00;19/07/20;11:50;15;14.843;95.373
20505161;20/07/19 11:55:00;19/07/20;11:55;15;14.939;95.117
20505161;20/07/19 12:00:00;19/07/20;12:00;15;14.652;92.534
20505161;20/07/19 12:05:00;19/07/20;12:05;15;14.172;87.371
20505161;20/07/19 12:10:00;19/07/20;12:10;15;14.005;88.492
20505161;20/07/19 12:15:00;19/07/20;12:15;15;14.005;90.585
20505161;20/07/19 12:20:00;19/07/20;12:20;15;14.077;92.296
20505161;20/07/19 12:25:00;19/07/20;12:25;15;14.22;93.602
20505161;20/07/19 12:30:00;19/07/20;12:30;15;14.364;94.565
20505161;20/07/19 12:35:00;19/07/20;12:35;15;14.532;95.086
20505161;20/07/19 12:40:00;19/07/20;12:40;15;14.723;95.364
20505161;20/07/19 12:45:00;19/07/20;12:45;15;14.891;95.646
20505161;20/07/19 12:50:00;19/07/20;12:50;15;14.963;95.382
20505161;20/07/19 12:55:00;19/07/20;12:55;15;14.675;92.746
20505161;20/07/19 13:00:00;19/07/20;13:00;15;14.22;87.78
20505161;20/07/19 13:05:00;19/07/20;13:05;15;14.029;88.492
20505161;20/07/19 13:10:00;19/07/20;13:10;15;14.005;90.763
20505161;20/07/19 13:15:00;19/07/20;13:15;15;14.101;92.504
20505161;20/07/19 13:20:00;19/07/20;13:20;15;14.244;93.603
20505161;20/07/19 13:25:00;19/07/20;13:25;15;14.388;94.567
20505161;20/07/19 13:30:00;19/07/20;13:30;15;14.556;95.088
20505161;20/07/19 13:35:00;19/07/20;13:35;15;14.747;95.635
20505161;20/07/19 13:40:00;19/07/20;13:40;15;14.915;95.648
20505161;20/07/19 13:45:00;19/07/20;13:45;15;14.867;95.111
20505161;20/07/19 13:50:00;19/07/20;13:50;15;14.436;90.082
20505161;20/07/19 13:55:00;19/07/20;13:55;15;14.125;88.06
20505161;20/07/19 14:00:00;19/07/20;14:00;15;14.053;89.901
20505161;20/07/19 14:05:00;19/07/20;14:05;15;14.101;91.895
20505161;20/07/19 14:10:00;19/07/20;14:10;15;14.22;93.375
20505161;20/07/19 14:15:00;19/07/20;14:15;15;14.364;94.319
20505161;20/07/19 14:20:00;19/07/20;14:20;15;14.532;95.086
20505161;20/07/19 14:25:00;19/07/20;14:25;15;14.699;95.631
20505161;20/07/19 14:30:00;19/07/20;14:30;15;14.867;95.92
20505161;20/07/19 14:35:00;19/07/20;14:35;15;14.963;95.652
20505161;20/07/19 14:40:00;19/07/20;14:40;15;14.604;92.531
20505161;20/07/19 14:45:00;19/07/20;14:45;15;14.101;87.106
20505161;20/07/19 14:50:00;19/07/20;14:50;15;13.933;88.491
20505161;20/07/19 14:55:00;19/07/20;14:55;15;13.933;90.76
20505161;20/07/19 15:00:00;19/07/20;15:00;15;14.029;92.5
20505161;20/07/19 15:05:00;19/07/20;15:05;15;14.172;93.83
20505161;20/07/19 15:10:00;19/07/20;15:10;15;14.34;94.815
20505161;20/07/19 15:15:00;19/07/20;15:15;15;14.532;95.618
20505161;20/07/19 15:20:00;19/07/20;15:20;15;14.723;95.908
20505161;20/07/19 15:25:00;19/07/20;15:25;15;14.915;96.206
20505161;20/07/19 15:30:00;19/07/20;15:30;15;14.963;95.928
20505161;20/07/19 15:35:00;19/07/20;15:35;15;14.604;92.957
20505161;20/07/19 15:40:00;19/07/20;15:40;15;14.172;88.061
20505161;20/07/19 15:45:00;19/07/20;15:45;15;14.029;89.097
20505161;20/07/19 15:50:00;19/07/20;15:50;15;14.029;91.128
20505161;20/07/19 15:55:00;19/07/20;15:55;15;14.148;92.716
20505161;20/07/19 16:00:00;19/07/20;16:00;15;14.292;94.074
20505161;20/07/19 16:05:00;19/07/20;16:05;15;14.46;95.081
20505161;20/07/19 16:10:00;19/07/20;16:10;15;14.652;95.627
20505161;20/07/19 16:15:00;19/07/20;16:15;15;14.819;95.916
20505161;20/07/19 16:20:00;19/07/20;16:20;15;14.939;96.208
20505161;20/07/19 16:25:00;19/07/20;16:25;15;14.723;94.345
20505161;20/07/19 16:30:00;19/07/20;16:30;15;14.148;87.779
20505161;20/07/19 16:35:00;19/07/20;16:35;15;13.933;88.2
20505161;20/07/19 16:40:00;19/07/20;16:40;15;13.933;90.407
20505161;20/07/19 16:45:00;19/07/20;16:45;15;14.029;92.294
20505161;20/07/19 16:50:00;19/07/20;16:50;15;14.172;93.83
20505161;20/07/19 16:55:00;19/07/20;16:55;15;14.34;94.815
20505161;20/07/19 17:00:00;19/07/20;17:00;15;14.532;95.618
20505161;20/07/19 17:05:00;19/07/20;17:05;15;14.747;95.91
20505161;20/07/19 17:10:00;19/07/20;17:10;15;14.915;96.206
20505161;20/07/19 17:15:00;19/07/20;17:15;15;14.915;95.924
20505161;20/07/19 17:20:00;19/07/20;17:20;15;14.388;90.599
20505161;20/07/19 17:25:00;19/07/20;17:25;15;13.981;86.847
20505161;20/07/19 17:30:00;19/07/20;17:30;15;13.861;88.939
20505161;20/07/19 17:35:00;19/07/20;17:35;15;13.885;91.308
20505161;20/07/19 17:40:00;19/07/20;17:40;15;14.029;93.141
20505161;20/07/19 17:45:00;19/07/20;17:45;15;14.196;94.308
20505161;20/07/19 17:50:00;19/07/20;17:50;15;14.364;95.073
20505161;20/07/19 17:55:00;19/07/20;17:55;15;14.58;95.896
20505161;20/07/19 18:00:00;19/07/20;18:00;15;14.771;96.194
20505161;20/07/19 18:05:00;19/07/20;18:05;15;14.939;96.497
20505161;20/07/19 18:10:00;19/07/20;18:10;15;14.771;95.367
20505161;20/07/19 18:15:00;19/07/20;18:15;15;14.316;90.248
20505161;20/07/19 18:20:00;19/07/20;18:20;15;14.077;89.098
20505161;20/07/19 18:25:00;19/07/20;18:25;15;14.053;90.945
20505161;20/07/19 18:30:00;19/07/20;18:30;15;14.125;92.715
20505161;20/07/19 18:35:00;19/07/20;18:35;15;14.292;94.074
20505161;20/07/19 18:40:00;19/07/20;18:40;15;14.46;94.824
20505161;20/07/19 18:45:00;19/07/20;18:45;15;14.628;95.625
20505161;20/07/19 18:50:00;19/07/20;18:50;15;14.819;96.198
20505161;20/07/19 18:55:00;19/07/20;18:55;15;14.963;96.21
20505161;20/07/19 19:00:00;19/07/20;19:00;15;14.723;94.591
20505161;20/07/19 19:05:00;19/07/20;19:05;15;14.196;88.061
20505161;20/07/19 19:10:00;19/07/20;19:10;15;13.957;88.058
20505161;20/07/19 19:15:00;19/07/20;19:15;15;13.957;90.408
20505161;20/07/19 19:20:00;19/07/20;19:20;15;14.029;92.294
20505161;20/07/19 19:25:00;19/07/20;19:25;15;14.172;93.83
20505161;20/07/19 19:30:00;19/07/20;19:30;15;14.364;94.817
20505161;20/07/19 19:35:00;19/07/20;19:35;15;14.532;95.618
20505161;20/07/19 19:40:00;19/07/20;19:40;15;14.747;96.192
20505161;20/07/19 19:45:00;19/07/20;19:45;15;14.915;96.495
20505161;20/07/19 19:50:00;19/07/20;19:50;15;14.915;96.206
20505161;20/07/19 19:55:00;19/07/20;19:55;15;14.316;90.078
20505161;20/07/19 20:00:00;19/07/20;20:00;15;13.837;85.636
20505161;20/07/19 20:05:00;19/07/20;20:05;15;13.717;87.914
20505161;20/07/19 20:10:00;19/07/20;20:10;15;13.741;90.575
20505161;20/07/19 20:15:00;19/07/20;20:15;15;13.837;92.489
20505161;20/07/19 20:20:00;19/07/20;20:20;15;14.029;94.056
20505161;20/07/19 20:25:00;19/07/20;20:25;15;14.22;95.062
20505161;20/07/19 20:30:00;19/07/20;20:30;15;14.412;95.883
20505161;20/07/19 20:35:00;19/07/20;20:35;15;14.628;96.471
20505161;20/07/19 20:40:00;19/07/20;20:40;15;14.819;96.783
20505161;20/07/19 20:45:00;19/07/20;20:45;15;14.963;96.796
20505161;20/07/19 20:50:00;19/07/20;20:50;15;14.628;94.584
20505161;20/07/19 20:55:00;19/07/20;20:55;15;14.077;87.779
20505161;20/07/19 21:00:00;19/07/20;21:00;15;13.837;87.915
20505161;20/07/19 21:05:00;19/07/20;21:05;15;13.813;90.231
20505161;20/07/19 21:10:00;19/07/20;21:10;15;13.909;92.287
20505161;20/07/19 21:15:00;19/07/20;21:15;15;14.053;93.822
20505161;20/07/19 21:20:00;19/07/20;21:20;15;14.244;94.808
20505161;20/07/19 21:25:00;19/07/20;21:25;15;14.46;95.887
20505161;20/07/19 21:30:00;19/07/20;21:30;15;14.652;96.473
20505161;20/07/19 21:35:00;19/07/20;21:35;15;14.843;96.785
20505161;20/07/19 21:40:00;19/07/20;21:40;15;14.939;96.794
20505161;20/07/19 21:45:00;19/07/20;21:45;15;14.628;94.584
20505161;20/07/19 21:50:00;19/07/20;21:50;15;14.101;88.642
20505161;20/07/19 21:55:00;19/07/20;21:55;15;13.909;88.788
20505161;20/07/19 22:00:00;19/07/20;22:00;15;13.885;90.938
20505161;20/07/19 22:05:00;19/07/20;22:05;15;13.981;92.707
20505161;20/07/19 22:10:00;19/07/20;22:10;15;14.148;94.064
20505161;20/07/19 22:15:00;19/07/20;22:15;15;14.34;95.071
20505161;20/07/19 22:20:00;19/07/20;22:20;15;14.532;95.893
20505161;20/07/19 22:25:00;19/07/20;22:25;15;14.723;96.479
20505161;20/07/19 22:30:00;19/07/20;22:30;15;14.915;96.792
20505161;20/07/19 22:35:00;19/07/20;22:35;15;14.891;96.789
20505161;20/07/19 22:40:00;19/07/20;22:40;15;14.412;92.946
20505161;20/07/19 22:45:00;19/07/20;22:45;15;14.005;88.492
20505161;20/07/19 22:50:00;19/07/20;22:50;15;13.909;89.897
20505161;20/07/19 22:55:00;19/07/20;22:55;15;13.933;91.887
20505161;20/07/19 23:00:00;19/07/20;23:00;15;14.053;93.365
20505161;20/07/19 23:05:00;19/07/20;23:05;15;14.22;94.806
20505161;20/07/19 23:10:00;19/07/20;23:10;15;14.412;95.608
20505161;20/07/19 23:15:00;19/07/20;23:15;15;14.604;96.18
20505161;20/07/19 23:20:00;19/07/20;23:20;15;14.795;96.781
20505161;20/07/19 23:25:00;19/07/20;23:25;15;14.963;97.1
20505161;20/07/19 23:30:00;19/07/20;23:30;15;14.771;96.194
20505161;20/07/19 23:35:00;19/07/20;23:35;15;14.244;90.953
20505161;20/07/19 23:40:00;19/07/20;23:40;15;13.981;89.734
20505161;20/07/19 23:45:00;19/07/20;23:45;15;13.981;91.501
20505161;20/07/19 23:50:00;19/07/20;23:50;15;14.077;93.144
20505161;20/07/19 23:55:00;19/07/20;23:55;15;14.22;94.309
20505161;21/07/19 00:00:00;19/07/21;00:00;15;14.412;95.339
20505161;21/07/19 00:05:00;19/07/21;00:05;15;14.604;96.18
20505161;21/07/19 00:10:00;19/07/21;00:10;15;14.795;96.781
20505161;21/07/19 00:15:00;19/07/21;00:15;15;14.939;97.097
20505161;21/07/19 00:20:00;19/07/21;00:20;15;14.867;96.787
20505161;21/07/19 00:25:00;19/07/21;00:25;15;14.412;92.946
20505161;21/07/19 00:30:00;19/07/21;00:30;15;14.125;90.071
20505161;21/07/19 00:35:00;19/07/21;00:35;15;14.053;91.315
20505161;21/07/19 00:40:00;19/07/21;00:40;15;14.101;92.928
20505161;21/07/19 00:45:00;19/07/21;00:45;15;14.244;94.311
20505161;21/07/19 00:50:00;19/07/21;00:50;15;14.412;95.339
20505161;21/07/19 00:55:00;19/07/21;00:55;15;14.58;96.178
20505161;21/07/19 01:00:00;19/07/21;01:00;15;14.747;96.481
20505161;21/07/19 01:05:00;19/07/21;01:05;15;14.915;96.792
20505161;21/07/19 01:10:00;19/07/21;01:10;15;14.939;96.794
20505161;21/07/19 01:15:00;19/07/21;01:15;15;14.508;94.329
20505161;21/07/19 01:20:00;19/07/21;01:20;15;14.101;89.575
20505161;21/07/19 01:25:00;19/07/21;01:25;15;13.933;90.235
20505161;21/07/19 01:30:00;19/07/21;01:30;15;13.957;92.087
20505161;21/07/19 01:35:00;19/07/21;01:35;15;14.077;93.593
20505161;21/07/19 01:40:00;19/07/21;01:40;15;14.22;94.806
20505161;21/07/19 01:45:00;19/07/21;01:45;15;14.412;95.608
20505161;21/07/19 01:50:00;19/07/21;01:50;15;14.58;96.178
20505161;21/07/19 01:55:00;19/07/21;01:55;15;14.771;96.779
20505161;21/07/19 02:00:00;19/07/21;02:00;15;14.915;97.095
20505161;21/07/19 02:05:00;19/07/21;02:05;15;14.867;96.787
20505161;21/07/19 02:10:00;19/07/21;02:10;15;14.364;92.729
