Harvest;H_Date;Mod;Box;Tree;Fruit;Weight
2;19/07/2018;S1M2;3;5;7;191.01
2;19/07/2018;S1M2;3;5;8;177.54
2;19/07/2018;S1M2;3;6;9;194.32
2;19/07/2018;S1M2;3;6;10;248.72
2;19/07/2018;S1M2;3;6;11;186.64
2;19/07/2018;S1M2;3;6;12;184.59
2;19/07/2018;S1M2;3;6;13;235.20
2;19/07/2018;S1M2;3;6;14;213.58
2;19/07/2018;S1M2;3;6;15;224.19
2;19/07/2018;S1M2;4;5;1;234.13
2;19/07/2018;S1M2;4;5;2;227.03
2;19/07/2018;S1M2;4;5;3;205.45
2;19/07/2018;S1M2;4;5;4;213.58
2;19/07/2018;S1M2;4;5;5;252.19
2;19/07/2018;S1M2;4;5;6;258.73
2;19/07/2018;S1M2;4;5;7;201.91
2;19/07/2018;S1M2;4;5;8;188.89
2;19/07/2018;S1M2;4;6;9;209.19
2;19/07/2018;S1M2;4;6;10;154.21
2;19/07/2018;S1M2;4;6;11;191.22
2;19/07/2018;S1M2;4;6;12;218.57
2;19/07/2018;S1M2;4;6;13;157.01
2;19/07/2018;S1M2;4;6;14;173.87
2;19/07/2018;S1M2;4;6;15;162.79
2;19/07/2018;S1M3;1;1;1;166.39
2;19/07/2018;S1M3;1;1;2;140.65
2;19/07/2018;S1M3;1;1;3;145.73
2;19/07/2018;S1M3;1;1;4;167.96
2;19/07/2018;S1M3;1;1;5;162.55
2;19/07/2018;S1M3;1;1;6;146.52
2;19/07/2018;S1M3;1;1;7;124.70
2;19/07/2018;S1M3;1;1;8;133.53
2;19/07/2018;S1M3;1;2;9;131.31
2;19/07/2018;S1M3;1;2;10;154.80
2;19/07/2018;S1M3;1;2;11;146.96
2;19/07/2018;S1M3;1;2;12;132.75
2;19/07/2018;S1M3;1;2;13;151.61
2;19/07/2018;S1M3;1;2;14;119.55
2;19/07/2018;S1M3;1;2;15;173.84
2;19/07/2018;S1M3;2;1;1;163.76
2;19/07/2018;S1M3;2;1;2;126.94
2;19/07/2018;S1M3;2;1;3;141.28
2;19/07/2018;S1M3;2;1;4;182.58
2;19/07/2018;S1M3;2;1;5;167.70
2;19/07/2018;S1M3;2;1;6;134.86
2;19/07/2018;S1M3;2;1;7;136.13
2;19/07/2018;S1M3;2;3;8;135.09
2;19/07/2018;S1M3;2;3;9;97.90
2;19/07/2018;S1M3;2;3;10;120.04
2;19/07/2018;S1M3;2;3;11;101.70
2;19/07/2018;S1M3;2;3;12;115.41
2;19/07/2018;S1M3;2;3;13;118.04
2;19/07/2018;S1M3;2;3;14;100.19
2;19/07/2018;S1M3;2;3;15;146.92
2;19/07/2018;S1M3;3;5;1;133.67
2;19/07/2018;S1M3;3;5;2;164.43
2;19/07/2018;S1M3;3;5;3;191.29
2;19/07/2018;S1M3;3;5;4;146.06
2;19/07/2018;S1M3;3;5;5;166.59
2;19/07/2018;S1M3;3;5;6;116.59
2;19/07/2018;S1M3;3;5;7;130.79
2;19/07/2018;S1M3;3;5;8;154.02
2;19/07/2018;S1M3;3;6;9;139.66
2;19/07/2018;S1M3;3;6;10;157.62
2;19/07/2018;S1M3;3;6;11;154.93
2;19/07/2018;S1M3;3;6;12;177.07
2;19/07/2018;S1M3;3;6;13;130.86
2;19/07/2018;S1M3;3;6;14;155.66
2;19/07/2018;S1M3;3;6;15;117.68
2;19/07/2018;S1M3;4;5;1;143.38
2;19/07/2018;S1M3;4;5;2;173.06
2;19/07/2018;S1M3;4;5;3;146.88
2;19/07/2018;S1M3;4;5;4;123.46
2;19/07/2018;S1M3;4;5;5;137.22
2;19/07/2018;S1M3;4;5;6;169.67
2;19/07/2018;S1M3;4;5;7;112.37
2;19/07/2018;S1M3;4;5;8;138.88
2;19/07/2018;S1M3;4;6;9;128.33
2;19/07/2018;S1M3;4;6;10;146.94
2;19/07/2018;S1M3;4;6;11;124.95
2;19/07/2018;S1M3;4;6;12;180.46
2;19/07/2018;S1M3;4;6;13;120.74
2;19/07/2018;S1M3;4;6;14;160.45
2;19/07/2018;S1M3;4;6;15;130.93
2;19/07/2018;S1M4;1;1;1;139.68
2;19/07/2018;S1M4;1;1;2;207.95
2;19/07/2018;S1M4;1;1;3;170.66
2;19/07/2018;S1M4;1;1;4;131.03
2;19/07/2018;S1M4;1;1;5;177.56
2;19/07/2018;S1M4;1;1;6;181.84
2;19/07/2018;S1M4;1;1;7;157.18
2;19/07/2018;S1M4;1;3;8;168.47
2;19/07/2018;S1M4;1;3;9;141.25
2;19/07/2018;S1M4;1;3;10;105.84
2;19/07/2018;S1M4;1;3;11;162.15
2;19/07/2018;S1M4;1;3;12;161.08
2;19/07/2018;S1M4;1;3;13;133.68
2;19/07/2018;S1M4;1;3;14;161.21
2;19/07/2018;S1M4;1;3;15;139.01
2;19/07/2018;S1M4;2;1;1;240.24
2;19/07/2018;S1M4;2;1;2;161.40
2;19/07/2018;S1M4;2;1;3;171.74
2;19/07/2018;S1M4;2;1;4;148.54
2;19/07/2018;S1M4;2;1;5;143.62
2;19/07/2018;S1M4;2;1;6;159.04
2;19/07/2018;S1M4;2;1;7;191.90
2;19/07/2018;S1M4;2;2;8;146.70
2;19/07/2018;S1M4;2;2;9;167.09
2;19/07/2018;S1M4;2;2;10;179.95
2;19/07/2018;S1M4;2;2;11;129.69
2;19/07/2018;S1M4;2;2;12;211.43
2;19/07/2018;S1M4;2;2;13;155.03
2;19/07/2018;S1M4;2;2;14;149.08
2;19/07/2018;S1M4;2;2;15;123.04
2;19/07/2018;S1M4;3;5;1;199.82
2;19/07/2018;S1M4;3;5;2;175.02
2;19/07/2018;S1M4;3;5;3;128.74
2;19/07/2018;S1M4;3;5;4;167.81
2;19/07/2018;S1M4;3;5;5;137.29
2;19/07/2018;S1M4;3;5;6;116.18
2;19/07/2018;S1M4;3;5;7;159.30
2;19/07/2018;S1M4;3;5;8;150.68
2;19/07/2018;S1M4;3;6;9;128.55
2;19/07/2018;S1M4;3;6;10;154.70
2;19/07/2018;S1M4;3;6;11;199.50
2;19/07/2018;S1M4;3;6;12;129.53
2;19/07/2018;S1M4;3;6;13;127.51
2;19/07/2018;S1M4;3;6;14;152.79
2;19/07/2018;S1M4;3;6;15;134.46
2;19/07/2018;S1M4;4;4;1;274.69
2;19/07/2018;S1M4;4;4;2;158.49
2;19/07/2018;S1M4;4;4;3;213.34
2;19/07/2018;S1M4;4;4;4;188.26
2;19/07/2018;S1M4;4;4;5;244.44
2;19/07/2018;S1M4;4;4;6;227.81
2;19/07/2018;S1M4;4;4;7;210.98
2;19/07/2018;S1M4;4;4;8;187.60
2;19/07/2018;S1M4;5;5;9;206.94
2;19/07/2018;S1M4;5;5;10;130.15
2;19/07/2018;S1M4;5;5;11;173.31
2;19/07/2018;S1M4;5;5;12;125.00
2;19/07/2018;S1M4;5;5;13;180.78
2;19/07/2018;S1M4;5;5;14;185.22
2;19/07/2018;S1M4;5;5;15;142.77
2;19/07/2018;S2M1;1;1;1;133.07
2;19/07/2018;S2M1;1;1;2;184.24
2;19/07/2018;S2M1;1;1;3;172.18
2;19/07/2018;S2M1;1;1;4;174.69
2;19/07/2018;S2M1;1;1;5;182.12
2;19/07/2018;S2M1;1;1;6;186.21
2;19/07/2018;S2M1;1;1;7;163.57
2;19/07/2018;S2M1;1;1;8;133.67
2;19/07/2018;S2M1;1;2;9;141.38
2;19/07/2018;S2M1;1;2;10;121.29
2;19/07/2018;S2M1;1;2;11;173.24
2;19/07/2018;S2M1;1;2;12;137.82
2;19/07/2018;S2M1;1;2;13;131.98
2;19/07/2018;S2M1;1;2;14;154.44
2;19/07/2018;S2M1;1;2;15;156.60
2;19/07/2018;S2M1;2;1;1;122.31
2;19/07/2018;S2M1;2;1;2;191.72
2;19/07/2018;S2M1;2;1;3;174.50
2;19/07/2018;S2M1;2;1;4;171.75
2;19/07/2018;S2M1;2;1;5;183.50
2;19/07/2018;S2M1;2;1;6;155.07
2;19/07/2018;S2M1;2;1;7;202.33
2;19/07/2018;S2M1;2;1;8;168.23
2;19/07/2018;S2M1;2;3;9;190.28
2;19/07/2018;S2M1;2;3;10;174.23
2;19/07/2018;S2M1;2;3;11;112.74
2;19/07/2018;S2M1;2;3;12;102.36
2;19/07/2018;S2M1;2;3;13;162.54
2;19/07/2018;S2M1;2;3;14;128.35
2;19/07/2018;S2M1;2;3;15;127.74
2;19/07/2018;S2M1;3;5;1;203.79
2;19/07/2018;S2M1;3;5;2;178.77
2;19/07/2018;S2M1;3;5;3;179.06
2;19/07/2018;S2M1;3;5;4;185.68
2;19/07/2018;S2M1;3;5;5;152.30
2;19/07/2018;S2M1;3;5;6;156.35
2;19/07/2018;S2M1;3;5;7;180.71
2;19/07/2018;S2M1;3;5;8;217.28
2;19/07/2018;S2M1;3;6;9;195.47
2;19/07/2018;S2M1;3;6;10;175.91
2;19/07/2018;S2M1;3;6;11;170.62
2;19/07/2018;S2M1;3;6;12;189.86
2;19/07/2018;S2M1;3;6;13;201.06
2;19/07/2018;S2M1;3;6;14;181.13
2;19/07/2018;S2M1;3;6;15;180.96
2;19/07/2018;S2M1;4;3;1;123.62
2;19/07/2018;S2M1;4;3;2;117.78
2;19/07/2018;S2M1;4;3;3;179.66
2;19/07/2018;S2M1;4;3;4;154.83
2;19/07/2018;S2M1;4;3;5;122.42
2;19/07/2018;S2M1;4;3;6;128.17
2;19/07/2018;S2M1;4;3;7;159.01
2;19/07/2018;S2M1;4;4;8;158.91
2;19/07/2018;S2M1;4;4;9;184.28
2;19/07/2018;S2M1;4;4;10;241.87
2;19/07/2018;S2M1;4;4;11;144.72
2;19/07/2018;S2M1;4;4;12;185.76
2;19/07/2018;S2M1;4;4;13;172.55
2;19/07/2018;S2M1;4;4;14;201.69
2;19/07/2018;S2M1;4;4;15;237.88
2;19/07/2018;S2M2;1;1;1;163.41
2;19/07/2018;S2M2;1;1;2;188.36
2;19/07/2018;S2M2;1;1;3;174.29
2;19/07/2018;S2M2;1;1;4;157.35
2;19/07/2018;S2M2;1;1;5;151.06
2;19/07/2018;S2M2;1;1;6;175.31
2;19/07/2018;S2M2;1;1;7;199.10
2;19/07/2018;S2M2;1;2;8;203.33
2;19/07/2018;S2M2;1;2;9;177.94
2;19/07/2018;S2M2;1;2;10;146.91
2;19/07/2018;S2M2;1;2;11;179.04
2;19/07/2018;S2M2;1;2;12;214.57
2;19/07/2018;S2M2;1;2;13;192.07
2;19/07/2018;S2M2;1;2;14;221.66
2;19/07/2018;S2M2;1;2;15;171.25
2;19/07/2018;S2M2;2;1;1;159.90
2;19/07/2018;S2M2;2;1;2;196.22
2;19/07/2018;S2M2;2;1;3;245.60
2;19/07/2018;S2M2;2;1;4;187.65
2;19/07/2018;S2M2;2;1;5;162.05
2;19/07/2018;S2M2;2;1;6;148.27
2;19/07/2018;S2M2;2;1;7;187.93
2;19/07/2018;S2M2;2;3;8;221.87
2;19/07/2018;S2M2;2;3;9;200.38
2;19/07/2018;S2M2;2;3;10;228.77
2;19/07/2018;S2M2;2;3;11;183.45
2;19/07/2018;S2M2;2;3;12;176.71
2;19/07/2018;S2M2;2;3;13;197.32
2;19/07/2018;S2M2;2;3;14;166.38
2;19/07/2018;S2M2;2;3;15;194.18
2;19/07/2018;S2M2;3;3;1;175.82
2;19/07/2018;S2M2;3;3;2;210.62
2;19/07/2018;S2M2;3;3;3;236.39
2;19/07/2018;S2M2;3;3;4;182.29
2;19/07/2018;S2M2;3;3;5;213.75
2;19/07/2018;S2M2;3;3;6;232.32
2;19/07/2018;S2M2;3;3;7;181.97
2;19/07/2018;S2M2;3;4;8;221.46
2;19/07/2018;S2M2;3;4;9;171.89
2;19/07/2018;S2M2;3;4;10;160.66
2;19/07/2018;S2M2;3;4;11;160.93
2;19/07/2018;S2M2;3;4;12;219.25
2;19/07/2018;S2M2;3;4;13;290.43
2;19/07/2018;S2M2;3;4;14;216.32
2;19/07/2018;S2M2;3;4;15;
2;19/07/2018;S2M2;4;5;1;159.71
2;19/07/2018;S2M2;4;5;2;202.94
2;19/07/2018;S2M2;4;5;3;261.30
2;19/07/2018;S2M2;4;5;4;176.87
2;19/07/2018;S2M2;4;5;5;174.16
2;19/07/2018;S2M2;4;5;6;181.37
2;19/07/2018;S2M2;4;5;7;114.58
2;19/07/2018;S2M2;4;5;8;131.35
2;19/07/2018;S2M2;4;6;9;173.67
2;19/07/2018;S2M2;4;6;10;179.91
2;19/07/2018;S2M2;4;6;11;271.88
2;19/07/2018;S2M2;4;6;12;218.23
2;19/07/2018;S2M2;4;6;13;205.56
2;19/07/2018;S2M2;4;6;14;223.61
2;19/07/2018;S2M2;4;6;15;153.52
2;19/07/2018;S2M3;1;1;1;141.75
2;19/07/2018;S2M3;1;1;2;173.09
2;19/07/2018;S2M3;1;1;3;154.55
2;19/07/2018;S2M3;1;1;4;131.03
2;19/07/2018;S2M3;1;1;5;167.32
2;19/07/2018;S2M3;1;1;6;161.73
2;19/07/2018;S2M3;1;1;7;177.20
2;19/07/2018;S2M3;1;1;8;116.94
2;19/07/2018;S2M3;1;2;9;115.53
2;19/07/2018;S2M3;1;2;10;126.20
2;19/07/2018;S2M3;1;2;11;172.50
2;19/07/2018;S2M3;1;2;12;122.74
2;19/07/2018;S2M3;1;2;13;130.27
2;19/07/2018;S2M3;1;2;14;126.14
2;19/07/2018;S2M3;1;2;15;159.53
2;19/07/2018;S2M3;2;1;1;193.13
2;19/07/2018;S2M3;2;1;2;126.18
2;19/07/2018;S2M3;2;1;3;127.18
2;19/07/2018;S2M3;2;1;4;168.05
2;19/07/2018;S2M3;2;1;5;189.96
2;19/07/2018;S2M3;2;1;6;142.46
2;19/07/2018;S2M3;2;1;7;125.74
2;19/07/2018;S2M3;2;1;8;119.81
2;19/07/2018;S2M3;2;3;9;144.87
2;19/07/2018;S2M3;2;3;10;125.56
2;19/07/2018;S2M3;2;3;11;156.10
2;19/07/2018;S2M3;2;3;12;161.81
2;19/07/2018;S2M3;2;3;13;120.75
2;19/07/2018;S2M3;2;3;14;162.20
2;19/07/2018;S2M3;2;3;15;154.61
2;19/07/2018;S2M3;3;3;1;147.78
2;19/07/2018;S2M3;3;3;2;158.66
2;19/07/2018;S2M3;3;3;3;122.83
2;19/07/2018;S2M3;3;3;4;109.92
2;19/07/2018;S2M3;3;3;5;122.55
2;19/07/2018;S2M3;3;3;6;151.57
2;19/07/2018;S2M3;3;3;7;177.63
2;19/07/2018;S2M3;3;4;8;151.74
2;19/07/2018;S2M3;3;4;9;127.09
2;19/07/2018;S2M3;3;4;10;124.81
2;19/07/2018;S2M3;3;4;11;111.71
2;19/07/2018;S2M3;3;4;12;161.54
2;19/07/2018;S2M3;3;4;13;174.43
2;19/07/2018;S2M3;3;4;14;167.90
2;19/07/2018;S2M3;3;4;15;133.02
2;19/07/2018;S2M3;4;5;1;143.80
2;19/07/2018;S2M3;4;5;2;122.46
2;19/07/2018;S2M3;4;5;3;117.55
2;19/07/2018;S2M3;4;5;4;132.46
2;19/07/2018;S2M3;4;5;5;128.04
2;19/07/2018;S2M3;4;5;6;152.98
2;19/07/2018;S2M3;4;5;7;147.32
2;19/07/2018;S2M3;4;5;8;102.79
2;19/07/2018;S2M3;4;6;9;129.66
2;19/07/2018;S2M3;4;6;10;178.81
2;19/07/2018;S2M3;4;6;11;165.91
2;19/07/2018;S2M3;4;6;12;143.30
2;19/07/2018;S2M3;4;6;13;106.30
2;19/07/2018;S2M3;4;6;14;141.83
2;19/07/2018;S2M3;4;6;15;160.52
2;19/07/2018;S2M4;1;4;1;122.50
2;19/07/2018;S2M4;1;4;2;160.88
2;19/07/2018;S2M4;1;4;3;125.70
2;19/07/2018;S2M4;1;4;4;186.27
2;19/07/2018;S2M4;1;4;5;149.67
2;19/07/2018;S2M4;1;4;6;112.93
2;19/07/2018;S2M4;1;4;7;150.13
2;19/07/2018;S2M4;1;4;8;146.60
2;19/07/2018;S2M4;1;1;9;191.88
2;19/07/2018;S2M4;1;1;10;167.60
2;19/07/2018;S2M4;1;1;11;134.43
2;19/07/2018;S2M4;1;1;12;140.66
2;19/07/2018;S2M4;1;1;13;125.27
2;19/07/2018;S2M4;1;1;14;117.41
2;19/07/2018;S2M4;1;1;15;176.19
2;19/07/2018;S2M4;2;1;1;185.91
2;19/07/2018;S2M4;2;1;2;139.64
2;19/07/2018;S2M4;2;1;3;149.09
2;19/07/2018;S2M4;2;1;4;177.11
2;19/07/2018;S2M4;2;1;5;126.37
2;19/07/2018;S2M4;2;1;6;162.73
2;19/07/2018;S2M4;2;1;7;208.61
2;19/07/2018;S2M4;2;3;8;148.18
2;19/07/2018;S2M4;2;3;9;158.40
2;19/07/2018;S2M4;2;3;10;153.68
2;19/07/2018;S2M4;2;3;11;139.07
2;19/07/2018;S2M4;2;3;12;120.03
2;19/07/2018;S2M4;2;3;13;150.93
2;19/07/2018;S2M4;2;3;14;150.36
2;19/07/2018;S2M4;2;3;15;138.37
2;19/07/2018;S2M4;3;3;1;187.04
2;19/07/2018;S2M4;3;3;2;151.77
2;19/07/2018;S2M4;3;3;3;181.20
2;19/07/2018;S2M4;3;3;4;144.83
2;19/07/2018;S2M4;3;3;5;135.36
2;19/07/2018;S2M4;3;3;6;125.31
2;19/07/2018;S2M4;3;3;7;145.22
2;19/07/2018;S2M4;3;3;8;130.05
2;19/07/2018;S2M4;3;2;9;133.36
2;19/07/2018;S2M4;3;2;10;135.30
2;19/07/2018;S2M4;3;2;11;104.30
2;19/07/2018;S2M4;3;2;12;173.17
2;19/07/2018;S2M4;3;2;13;119.11
2;19/07/2018;S2M4;3;2;14;138.24
2;19/07/2018;S2M4;3;2;15;128.74
2;19/07/2018;S2M4;4;6;1;154.85
2;19/07/2018;S2M4;4;6;2;145.48
2;19/07/2018;S2M4;4;6;3;183.10
2;19/07/2018;S2M4;4;6;4;133.22
2;19/07/2018;S2M4;4;6;5;143.77
2;19/07/2018;S2M4;4;6;6;155.34
2;19/07/2018;S2M4;4;6;7;159.96
2;19/07/2018;S2M4;4;6;8;150.14
2;19/07/2018;S2M4;4;6;9;138.63
2;19/07/2018;S2M4;4;6;10;143.20
2;19/07/2018;S2M4;4;6;11;134.27
2;19/07/2018;S2M4;4;6;12;141.38
2;19/07/2018;S2M4;4;6;13;141.65
2;19/07/2018;S2M4;4;6;14;162.54
2;19/07/2018;S2M4;4;6;15;165.67
3;27/07/2018;S1M1;1;-;1;244.30
3;27/07/2018;S1M1;1;-;2;214.05
3;27/07/2018;S1M1;1;-;3;191.74
3;27/07/2018;S1M1;1;-;4;238.65
3;27/07/2018;S1M1;1;-;5;173.33
3;27/07/2018;S1M1;1;-;6;203.13
3;27/07/2018;S1M1;1;-;7;148.49
3;27/07/2018;S1M1;1;-;8;200.86
3;27/07/2018;S1M1;1;-;9;179.02
3;27/07/2018;S1M1;1;-;10;275.70
3;27/07/2018;S1M1;1;-;11;226.04
3;27/07/2018;S1M1;1;-;12;242.88
3;27/07/2018;S1M1;1;-;13;236.12
3;27/07/2018;S1M1;1;-;14;143.12
3;27/07/2018;S1M1;1;-;15;265.52
3;27/07/2018;S1M1;2;-;1;261.53
3;27/07/2018;S1M1;2;-;2;127.75
3;27/07/2018;S1M1;2;-;3;270.65
3;27/07/2018;S1M1;2;-;4;157.34
3;27/07/2018;S1M1;2;-;5;306.82
3;27/07/2018;S1M1;2;-;6;213.35
3;27/07/2018;S1M1;2;-;7;209.97
3;27/07/2018;S1M1;2;-;8;320.84
3;27/07/2018;S1M1;2;-;9;218.89
3;27/07/2018;S1M1;2;-;10;230.00
3;27/07/2018;S1M1;2;-;11;203.20
3;27/07/2018;S1M1;2;-;12;190.08
3;27/07/2018;S1M1;2;-;13;203.70
3;27/07/2018;S1M1;2;-;14;183.76
3;27/07/2018;S1M1;2;-;15;204.18
3;27/07/2018;S1M2;1;-;1;306.53
3;27/07/2018;S1M2;1;-;2;278.91
3;27/07/2018;S1M2;1;-;3;216.43
3;27/07/2018;S1M2;1;-;4;144.95
3;27/07/2018;S1M2;1;-;5;177.18
3;27/07/2018;S1M2;1;-;6;167.20
3;27/07/2018;S1M2;1;-;7;160.23
3;27/07/2018;S1M2;1;-;8;116.95
3;27/07/2018;S1M2;1;-;9;268.94
3;27/07/2018;S1M2;1;-;10;140.56
3;27/07/2018;S1M2;1;-;11;212.34
3;27/07/2018;S1M2;1;-;12;175.44
3;27/07/2018;S1M2;1;-;13;194.18
3;27/07/2018;S1M2;1;-;14;208.55
3;27/07/2018;S1M2;1;-;15;257.53
3;27/07/2018;S1M2;2;-;1;283.06
3;27/07/2018;S1M2;2;-;2;293.21
3;27/07/2018;S1M2;2;-;3;271.67
3;27/07/2018;S1M2;2;-;4;259.92
3;27/07/2018;S1M2;2;-;5;147.01
3;27/07/2018;S1M2;2;-;6;226.95
3;27/07/2018;S1M2;2;-;7;209.92
3;27/07/2018;S1M2;2;-;8;221.73
3;27/07/2018;S1M2;2;-;9;274.18
3;27/07/2018;S1M2;2;-;10;188.07
3;27/07/2018;S1M2;2;-;11;302.91
3;27/07/2018;S1M2;2;-;12;228.73
3;27/07/2018;S1M2;2;-;13;253.49
3;27/07/2018;S1M2;2;-;14;218.30
3;27/07/2018;S1M2;2;-;15;241.60
3;27/07/2018;S1M3;1;-;1;210.44
3;27/07/2018;S1M3;1;-;2;197.20
3;27/07/2018;S1M3;1;-;3;175.69
3;27/07/2018;S1M3;1;-;4;184.66
3;27/07/2018;S1M3;1;-;5;209.69
3;27/07/2018;S1M3;1;-;6;188.40
3;27/07/2018;S1M3;1;-;7;178.48
3;27/07/2018;S1M3;1;-;8;216.51
3;27/07/2018;S1M3;1;-;9;176.54
3;27/07/2018;S1M3;1;-;10;232.38
3;27/07/2018;S1M3;1;-;11;143.77
3;27/07/2018;S1M3;1;-;12;209.36
3;27/07/2018;S1M3;1;-;13;242.21
3;27/07/2018;S1M3;1;-;14;142.69
3;27/07/2018;S1M3;1;-;15;155.42
3;27/07/2018;S1M3;2;-;1;246.18
3;27/07/2018;S1M3;2;-;2;237.06
3;27/07/2018;S1M3;2;-;3;110.74
3;27/07/2018;S1M3;2;-;4;189.28
3;27/07/2018;S1M3;2;-;5;232.61
3;27/07/2018;S1M3;2;-;6;164.63
3;27/07/2018;S1M3;2;-;7;132.79
3;27/07/2018;S1M3;2;-;8;151.47
3;27/07/2018;S1M3;2;-;9;219.97
3;27/07/2018;S1M3;2;-;10;135.64
3;27/07/2018;S1M3;2;-;11;190.05
3;27/07/2018;S1M3;2;-;12;163.56
3;27/07/2018;S1M3;2;-;13;180.10
3;27/07/2018;S1M3;2;-;14;162.73
3;27/07/2018;S1M3;2;-;15;177.29
3;27/07/2018;S1M4;1;-;1;210.78
3;27/07/2018;S1M4;1;-;2;260.96
3;27/07/2018;S1M4;1;-;3;236.71
3;27/07/2018;S1M4;1;-;4;189.00
3;27/07/2018;S1M4;1;-;5;242.79
3;27/07/2018;S1M4;1;-;6;214.28
3;27/07/2018;S1M4;1;-;7;209.54
3;27/07/2018;S1M4;1;-;8;282.44
3;27/07/2018;S1M4;1;-;9;198.68
3;27/07/2018;S1M4;1;-;10;271.90
3;27/07/2018;S1M4;1;-;11;234.36
3;27/07/2018;S1M4;1;-;12;209.45
3;27/07/2018;S1M4;1;-;13;189.25
3;27/07/2018;S1M4;1;-;14;219.98
3;27/07/2018;S1M4;1;-;15;
3;27/07/2018;S1M4;2;-;1;168.74
3;27/07/2018;S1M4;2;-;2;243.26
3;27/07/2018;S1M4;2;-;3;72.54
3;27/07/2018;S1M4;2;-;4;158.71
3;27/07/2018;S1M4;2;-;5;66.14
3;27/07/2018;S1M4;2;-;6;237.88
3;27/07/2018;S1M4;2;-;7;212.02
3;27/07/2018;S1M4;2;-;8;165.83
3;27/07/2018;S1M4;2;-;9;209.72
3;27/07/2018;S1M4;2;-;10;211.58
3;27/07/2018;S1M4;2;-;11;180.86
3;27/07/2018;S1M4;2;-;12;230.05
3;27/07/2018;S1M4;2;-;13;312.96
3;27/07/2018;S1M4;2;-;14;220.03
3;27/07/2018;S1M4;2;-;15;248.05
3;27/07/2018;S2M1;1;-;1;175.48
3;27/07/2018;S2M1;1;-;2;161.62
3;27/07/2018;S2M1;1;-;3;174.14
3;27/07/2018;S2M1;1;-;4;184.48
3;27/07/2018;S2M1;1;-;5;133.22
3;27/07/2018;S2M1;1;-;6;128.45
3;27/07/2018;S2M1;1;-;7;238.15
3;27/07/2018;S2M1;1;-;8;172.76
3;27/07/2018;S2M1;1;-;9;163.68
3;27/07/2018;S2M1;1;-;10;124.40
3;27/07/2018;S2M1;1;-;11;139.28
3;27/07/2018;S2M1;1;-;12;114.89
3;27/07/2018;S2M1;1;-;13;160.25
3;27/07/2018;S2M1;1;-;14;157.33
3;27/07/2018;S2M1;1;-;15;204.95
3;27/07/2018;S2M1;2;-;1;184.83
3;27/07/2018;S2M1;2;-;2;181.66
3;27/07/2018;S2M1;2;-;3;215.86
3;27/07/2018;S2M1;2;-;4;199.94
3;27/07/2018;S2M1;2;-;5;247.15
3;27/07/2018;S2M1;2;-;6;156.27
3;27/07/2018;S2M1;2;-;7;196.14
3;27/07/2018;S2M1;2;-;8;142.83
3;27/07/2018;S2M1;2;-;9;216.56
3;27/07/2018;S2M1;2;-;10;236.00
3;27/07/2018;S2M1;2;-;11;203.96
3;27/07/2018;S2M1;2;-;12;155.77
3;27/07/2018;S2M1;2;-;13;147.56
3;27/07/2018;S2M1;2;-;14;187.19
3;27/07/2018;S2M1;2;-;15;281.69
3;27/07/2018;S2M2;1;-;1;172.34
3;27/07/2018;S2M2;1;-;2;225.45
3;27/07/2018;S2M2;1;-;3;223.36
3;27/07/2018;S2M2;1;-;4;187.45
3;27/07/2018;S2M2;1;-;5;245.36
3;27/07/2018;S2M2;1;-;6;192.63
3;27/07/2018;S2M2;1;-;7;122.77
3;27/07/2018;S2M2;1;-;8;174.56
3;27/07/2018;S2M2;1;-;9;237.87
3;27/07/2018;S2M2;1;-;10;298.96
3;27/07/2018;S2M2;1;-;11;202.11
3;27/07/2018;S2M2;1;-;12;238.92
3;27/07/2018;S2M2;1;-;13;163.33
3;27/07/2018;S2M2;1;-;14;212.46
3;27/07/2018;S2M2;1;-;15;199.40
3;27/07/2018;S2M2;2;-;1;231.53
3;27/07/2018;S2M2;2;-;2;211.62
3;27/07/2018;S2M2;2;-;3;196.14
3;27/07/2018;S2M2;2;-;4;185.91
3;27/07/2018;S2M2;2;-;5;163.77
3;27/07/2018;S2M2;2;-;6;233.70
3;27/07/2018;S2M2;2;-;7;197.65
3;27/07/2018;S2M2;2;-;8;230.59
3;27/07/2018;S2M2;2;-;9;212.79
3;27/07/2018;S2M2;2;-;10;181.72
3;27/07/2018;S2M2;2;-;11;176.99
3;27/07/2018;S2M2;2;-;12;276.33
3;27/07/2018;S2M2;2;-;13;207.33
3;27/07/2018;S2M2;2;-;14;197.02
3;27/07/2018;S2M2;2;-;15;241.13
3;27/07/2018;S2M3;1;-;1;166.73
3;27/07/2018;S2M3;1;-;2;150.21
3;27/07/2018;S2M3;1;-;3;132.91
3;27/07/2018;S2M3;1;-;4;167.24
3;27/07/2018;S2M3;1;-;5;114.76
3;27/07/2018;S2M3;1;-;6;130.30
3;27/07/2018;S2M3;1;-;7;165.61
3;27/07/2018;S2M3;1;-;8;157.50
3;27/07/2018;S2M3;1;-;9;198.13
3;27/07/2018;S2M3;1;-;10;182.66
3;27/07/2018;S2M3;1;-;11;199.13
3;27/07/2018;S2M3;1;-;12;154.96
3;27/07/2018;S2M3;1;-;13;137.77
3;27/07/2018;S2M3;1;-;14;115.58
3;27/07/2018;S2M3;1;-;15;99.88
3;27/07/2018;S2M3;2;-;1;257.70
3;27/07/2018;S2M3;2;-;2;133.64
3;27/07/2018;S2M3;2;-;3;163.18
